Product Name,Region,Ship Mode,Current Factory,Orders,Units,Sales,Gross_Profit,Cost,Current Lead Time,Scenario Factory,Is_Current,Scenario Lead Time,Profit_Margin,Lead Time Reduction,Lead Time Reduction %,Speed_Score,Profit_Safety_Score,Speed_Normalized,Profit_Normalized,Optimization Score,Confidence_Score,Scenario Confidence,Risk
Kazookles,Gulf,Standard Class,Secret Factory,9,48,156.0,12.0,144.0,5.0,Secret Factory,False,4.0,0.07384615384615385,1.0,20.0,1.0,0.09049773755656108,1.0,0.09049773755656108,0.5452488687782805,0.5452488687782805,Medium,Medium
Kazookles,Interior,First Class,Secret Factory,2,7,22.75,1.75,21.0,2.0,Secret Factory,False,1.6,0.07384615384615385,0.3999999999999999,19.999999999999996,0.9999999999999998,0.09049773755656108,0.9999999999999998,0.09049773755656108,0.5452488687782804,0.5452488687782804,Medium,Medium
Kazookles,Interior,Second Class,Secret Factory,2,6,19.5,1.5,18.0,3.0,Secret Factory,False,2.4000000000000004,0.07384615384615385,0.5999999999999996,19.999999999999986,0.9999999999999993,0.09049773755656108,0.9999999999999993,0.09049773755656108,0.5452488687782802,0.5452488687782802,Medium,Medium
Kazookles,Interior,Standard Class,Secret Factory,7,26,84.5,6.5,78.0,5.0,Secret Factory,False,4.0,0.07384615384615385,1.0,20.0,1.0,0.09049773755656108,1.0,0.09049773755656108,0.5452488687782805,0.5452488687782805,Medium,Medium
Kazookles,Pacific,First Class,Secret Factory,5,15,48.75,3.75,45.0,2.0,Secret Factory,False,1.6,0.07384615384615385,0.3999999999999999,19.999999999999996,0.9999999999999998,0.09049773755656108,0.9999999999999998,0.09049773755656108,0.5452488687782804,0.5452488687782804,Medium,Medium
Kazookles,Pacific,Same Day,Secret Factory,2,7,22.75,1.75,21.0,1.0,Secret Factory,False,0.8,0.07384615384615385,0.19999999999999996,19.999999999999996,0.9999999999999998,0.09049773755656108,0.9999999999999998,0.09049773755656108,0.5452488687782804,0.5452488687782804,Medium,Medium
Kazookles,Pacific,Second Class,Secret Factory,8,30,97.5,7.5,90.0,3.0,Secret Factory,False,2.4000000000000004,0.07384615384615385,0.5999999999999996,19.999999999999986,0.9999999999999993,0.09049773755656108,0.9999999999999993,0.09049773755656108,0.5452488687782802,0.5452488687782802,Medium,Medium
Kazookles,Pacific,Standard Class,Secret Factory,14,53,172.25,13.25,159.0,5.0,Secret Factory,False,4.0,0.07384615384615385,1.0,20.0,1.0,0.09049773755656108,1.0,0.09049773755656108,0.5452488687782805,0.5452488687782805,Medium,Medium
Laffy Taffy,Atlantic,First Class,Secret Factory,1,1,1.99,1.24,0.75,2.0,Secret Factory,False,1.6,0.5981909547738694,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7330771504581732,0.9999999999999998,0.7330771504581732,0.8665385752290865,0.8665385752290865,High,Low
Laffy Taffy,Atlantic,Same Day,Secret Factory,1,4,7.96,4.96,3.0,1.0,Secret Factory,False,0.8,0.5981909547738694,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7330771504581732,0.9999999999999998,0.7330771504581732,0.8665385752290865,0.8665385752290865,High,Low
Laffy Taffy,Atlantic,Standard Class,Secret Factory,4,9,17.91,11.16,6.75,5.0,Secret Factory,False,4.0,0.5981909547738694,1.0,20.0,1.0,0.7330771504581732,1.0,0.7330771504581732,0.8665385752290866,0.8665385752290866,High,Low
Laffy Taffy,Gulf,Standard Class,Secret Factory,2,11,21.89,13.64,8.25,5.0,Secret Factory,False,4.0,0.5981909547738694,1.0,20.0,1.0,0.7330771504581732,1.0,0.7330771504581732,0.8665385752290866,0.8665385752290866,High,Low
Laffy Taffy,Interior,First Class,Secret Factory,1,1,1.99,1.24,0.75,2.0,Secret Factory,False,1.6,0.5981909547738694,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7330771504581732,0.9999999999999998,0.7330771504581732,0.8665385752290865,0.8665385752290865,High,Low
Laffy Taffy,Pacific,Standard Class,Secret Factory,1,1,1.99,1.24,0.75,5.0,Secret Factory,False,4.0,0.5981909547738694,1.0,20.0,1.0,0.7330771504581732,1.0,0.7330771504581732,0.8665385752290866,0.8665385752290866,High,Low
Lickable Wallpaper,Atlantic,First Class,Secret Factory,9,35,700.0,350.0,350.0,2.0,Secret Factory,False,1.6,0.48,0.3999999999999999,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Atlantic,Same Day,Secret Factory,2,7,140.0,70.0,70.0,1.0,Secret Factory,False,0.8,0.48,0.19999999999999996,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Atlantic,Second Class,Secret Factory,5,21,420.0,210.0,210.0,3.0,Secret Factory,False,2.4000000000000004,0.48,0.5999999999999996,19.999999999999986,0.9999999999999993,0.588235294117647,0.9999999999999993,0.588235294117647,0.7941176470588232,0.7941176470588232,High,Low
Lickable Wallpaper,Atlantic,Standard Class,Secret Factory,18,76,1520.0,760.0,760.0,5.0,Secret Factory,False,4.0,0.48,1.0,20.0,1.0,0.588235294117647,1.0,0.588235294117647,0.7941176470588235,0.7941176470588235,High,Low
Lickable Wallpaper,Gulf,First Class,Secret Factory,1,4,80.0,40.0,40.0,2.0,Secret Factory,False,1.6,0.48,0.3999999999999999,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Gulf,Second Class,Secret Factory,3,9,180.0,90.0,90.0,3.0,Secret Factory,False,2.4000000000000004,0.48,0.5999999999999996,19.999999999999986,0.9999999999999993,0.588235294117647,0.9999999999999993,0.588235294117647,0.7941176470588232,0.7941176470588232,High,Low
Lickable Wallpaper,Gulf,Standard Class,Secret Factory,5,24,480.0,240.0,240.0,5.0,Secret Factory,False,4.0,0.48,1.0,20.0,1.0,0.588235294117647,1.0,0.588235294117647,0.7941176470588235,0.7941176470588235,High,Low
Lickable Wallpaper,Interior,First Class,Secret Factory,1,9,180.0,90.0,90.0,2.0,Secret Factory,False,1.6,0.48,0.3999999999999999,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Interior,Same Day,Secret Factory,1,4,80.0,40.0,40.0,1.0,Secret Factory,False,0.8,0.48,0.19999999999999996,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Interior,Second Class,Secret Factory,5,28,560.0,280.0,280.0,3.0,Secret Factory,False,2.4000000000000004,0.48,0.5999999999999996,19.999999999999986,0.9999999999999993,0.588235294117647,0.9999999999999993,0.588235294117647,0.7941176470588232,0.7941176470588232,High,Low
Lickable Wallpaper,Interior,Standard Class,Secret Factory,8,30,600.0,300.0,300.0,5.0,Secret Factory,False,4.0,0.48,1.0,20.0,1.0,0.588235294117647,1.0,0.588235294117647,0.7941176470588235,0.7941176470588235,High,Low
Lickable Wallpaper,Pacific,First Class,Secret Factory,8,31,620.0,310.0,310.0,2.0,Secret Factory,False,1.6,0.48,0.3999999999999999,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Pacific,Same Day,Secret Factory,1,2,40.0,20.0,20.0,1.0,Secret Factory,False,0.8,0.48,0.19999999999999996,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Pacific,Second Class,Secret Factory,6,30,600.0,300.0,300.0,3.0,Secret Factory,False,2.4000000000000004,0.48,0.5999999999999996,19.999999999999986,0.9999999999999993,0.588235294117647,0.9999999999999993,0.588235294117647,0.7941176470588232,0.7941176470588232,High,Low
Lickable Wallpaper,Pacific,Standard Class,Secret Factory,19,83,1660.0,830.0,830.0,5.0,Secret Factory,False,4.0,0.48,1.0,20.0,1.0,0.588235294117647,1.0,0.588235294117647,0.7941176470588235,0.7941176470588235,High,Low
Nerds,Atlantic,Standard Class,Secret Factory,4,10,15.0,7.0,8.0,5.0,Secret Factory,False,4.0,0.448,1.0,20.0,1.0,0.5490196078431372,1.0,0.5490196078431372,0.7745098039215685,0.7745098039215685,High,Low
SweeTARTS,Atlantic,Second Class,Secret Factory,1,5,7.5,3.5,4.0,3.0,Secret Factory,False,2.4000000000000004,0.448,0.5999999999999996,19.999999999999986,0.9999999999999993,0.5490196078431372,0.9999999999999993,0.5490196078431372,0.7745098039215683,0.7745098039215683,High,Low
SweeTARTS,Atlantic,Standard Class,Secret Factory,4,19,28.5,13.3,15.2,5.0,Secret Factory,False,4.0,0.448,1.0,20.0,1.0,0.5490196078431372,1.0,0.5490196078431372,0.7745098039215685,0.7745098039215685,High,Low
SweeTARTS,Interior,Second Class,Secret Factory,1,2,3.0,1.4,1.6,3.0,Secret Factory,False,2.4000000000000004,0.44799999999999995,0.5999999999999996,19.999999999999986,0.9999999999999993,0.5490196078431372,0.9999999999999993,0.5490196078431372,0.7745098039215683,0.7745098039215683,High,Low
SweeTARTS,Interior,Standard Class,Secret Factory,3,11,16.5,7.7,8.8,5.0,Secret Factory,False,4.0,0.448,1.0,20.0,1.0,0.5490196078431372,1.0,0.5490196078431372,0.7745098039215685,0.7745098039215685,High,Low
SweeTARTS,Pacific,Second Class,Secret Factory,1,4,6.0,2.8,3.2,3.0,Secret Factory,False,2.4000000000000004,0.44799999999999995,0.5999999999999996,19.999999999999986,0.9999999999999993,0.5490196078431372,0.9999999999999993,0.5490196078431372,0.7745098039215683,0.7745098039215683,High,Low
Wonka Bar - Fudge Mallows,Atlantic,First Class,Secret Factory,85,382,1375.2,916.8,458.4,2.0,Secret Factory,False,1.6,0.6399999999999999,0.3999999999999999,19.999999999999996,0.9999999999999998,0.784313725490196,0.9999999999999998,0.784313725490196,0.8921568627450979,0.8921568627450979,High,Low
Wonka Bar - Fudge Mallows,Atlantic,Same Day,Secret Factory,18,75,269.99999999999994,180.00000000000006,90.00000000000003,1.0,Secret Factory,False,0.8,0.6400000000000002,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7843137254901963,0.9999999999999998,0.7843137254901963,0.892156862745098,0.892156862745098,High,Low
Wonka Bar - Fudge Mallows,Atlantic,Second Class,Secret Factory,82,359,1292.3999999999999,861.5999999999999,430.79999999999995,3.0,Secret Factory,False,2.4000000000000004,0.6399999999999999,0.5999999999999996,19.999999999999986,0.9999999999999993,0.784313725490196,0.9999999999999993,0.784313725490196,0.8921568627450976,0.8921568627450976,High,Low
Wonka Bar - Fudge Mallows,Atlantic,Standard Class,Secret Factory,270,1192,4291.200000000001,2860.7999999999997,1430.3999999999999,5.0,Secret Factory,False,4.0,0.6399999999999998,1.0,20.0,1.0,0.7843137254901957,1.0,0.7843137254901957,0.8921568627450979,0.8921568627450979,High,Low
Wonka Bar - Fudge Mallows,Gulf,First Class,Secret Factory,36,140,504.00000000000006,335.99999999999994,167.99999999999997,2.0,Secret Factory,False,1.6,0.6399999999999998,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7843137254901957,0.9999999999999998,0.7843137254901957,0.8921568627450978,0.8921568627450978,High,Low
Wonka Bar - Fudge Mallows,Gulf,Same Day,Secret Factory,14,90,324.0,216.0,108.0,1.0,Secret Factory,False,0.8,0.6399999999999999,0.19999999999999996,19.999999999999996,0.9999999999999998,0.784313725490196,0.9999999999999998,0.784313725490196,0.8921568627450979,0.8921568627450979,High,Low
Wonka Bar - Fudge Mallows,Gulf,Second Class,Secret Factory,50,210,756.0,504.0,252.0,3.0,Secret Factory,False,2.4000000000000004,0.6399999999999999,0.5999999999999996,19.999999999999986,0.9999999999999993,0.784313725490196,0.9999999999999993,0.784313725490196,0.8921568627450976,0.8921568627450976,High,Low
Wonka Bar - Fudge Mallows,Gulf,Standard Class,Secret Factory,143,642,2311.2,1540.8,770.4,5.0,Secret Factory,False,4.0,0.64,1.0,20.0,1.0,0.7843137254901961,1.0,0.7843137254901961,0.892156862745098,0.892156862745098,High,Low
Wonka Bar - Fudge Mallows,Interior,First Class,Secret Factory,46,203,730.8,487.20000000000005,243.60000000000002,2.0,Secret Factory,False,1.6,0.64,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7843137254901961,0.9999999999999998,0.7843137254901961,0.892156862745098,0.892156862745098,High,Low
Wonka Bar - Fudge Mallows,Interior,Same Day,Secret Factory,20,79,284.4,189.6,94.8,1.0,Secret Factory,False,0.8,0.64,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7843137254901961,0.9999999999999998,0.7843137254901961,0.892156862745098,0.892156862745098,High,Low
Wonka Bar - Fudge Mallows,Interior,Second Class,Secret Factory,61,292,1051.2000000000003,700.8000000000001,350.40000000000003,3.0,Secret Factory,False,2.4000000000000004,0.6399999999999998,0.5999999999999996,19.999999999999986,0.9999999999999993,0.7843137254901957,0.9999999999999993,0.7843137254901957,0.8921568627450975,0.8921568627450975,High,Low
Wonka Bar - Fudge Mallows,Interior,Standard Class,Secret Factory,221,1021,3675.6000000000004,2450.4,1225.2,5.0,Secret Factory,False,4.0,0.6399999999999999,1.0,20.0,1.0,0.784313725490196,1.0,0.784313725490196,0.892156862745098,0.892156862745098,High,Low
Wonka Bar - Fudge Mallows,Pacific,First Class,Secret Factory,64,269,968.4000000000001,645.6000000000001,322.80000000000007,2.0,Secret Factory,False,1.6,0.64,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7843137254901961,0.9999999999999998,0.7843137254901961,0.892156862745098,0.892156862745098,High,Low
Wonka Bar - Fudge Mallows,Pacific,Same Day,Secret Factory,28,113,406.8000000000001,271.2,135.6,1.0,Secret Factory,False,0.8,0.6399999999999997,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7843137254901956,0.9999999999999998,0.7843137254901956,0.8921568627450978,0.8921568627450978,High,Low
Wonka Bar - Fudge Mallows,Pacific,Second Class,Secret Factory,103,480,1727.9999999999998,1152.0,576.0,3.0,Secret Factory,False,2.4000000000000004,0.64,0.5999999999999996,19.999999999999986,0.9999999999999993,0.7843137254901961,0.9999999999999993,0.7843137254901961,0.8921568627450978,0.8921568627450978,High,Low
Wonka Bar - Fudge Mallows,Pacific,Standard Class,Secret Factory,286,1367,4921.2,3280.8,1640.4,5.0,Secret Factory,False,4.0,0.64,1.0,20.0,1.0,0.7843137254901961,1.0,0.7843137254901961,0.892156862745098,0.892156862745098,High,Low
Wonka Bar - Milk Chocolate,Atlantic,First Class,Secret Factory,65,261,848.25,550.71,297.53999999999996,2.0,Secret Factory,False,1.6,0.6232615384615385,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7638009049773756,0.9999999999999998,0.7638009049773756,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Atlantic,Same Day,Secret Factory,30,153,497.25,322.83000000000004,174.41999999999996,1.0,Secret Factory,False,0.8,0.6232615384615385,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7638009049773756,0.9999999999999998,0.7638009049773756,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Atlantic,Second Class,Secret Factory,86,372,1209.0,784.92,424.0800000000001,3.0,Secret Factory,False,2.4000000000000004,0.6232615384615384,0.5999999999999996,19.999999999999986,0.9999999999999993,0.7638009049773755,0.9999999999999993,0.7638009049773755,0.8819004524886874,0.8819004524886874,High,Low
Wonka Bar - Milk Chocolate,Atlantic,Standard Class,Secret Factory,329,1550,5037.5,3270.5,1767.0000000000002,5.0,Secret Factory,False,4.0,0.6232615384615385,1.0,20.0,1.0,0.7638009049773756,1.0,0.7638009049773756,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Gulf,First Class,Secret Factory,51,188,611.0,396.67999999999995,214.32,2.0,Secret Factory,False,1.6,0.6232615384615384,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7638009049773755,0.9999999999999998,0.7638009049773755,0.8819004524886876,0.8819004524886876,High,Low
Wonka Bar - Milk Chocolate,Gulf,Same Day,Secret Factory,14,66,214.5,139.26000000000002,75.24000000000001,1.0,Secret Factory,False,0.8,0.6232615384615385,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7638009049773756,0.9999999999999998,0.7638009049773756,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Gulf,Second Class,Secret Factory,59,320,1040.0,675.2,364.79999999999995,3.0,Secret Factory,False,2.4000000000000004,0.6232615384615385,0.5999999999999996,19.999999999999986,0.9999999999999993,0.7638009049773756,0.9999999999999993,0.7638009049773756,0.8819004524886875,0.8819004524886875,High,Low
Wonka Bar - Milk Chocolate,Gulf,Standard Class,Secret Factory,157,782,2541.5,1650.0199999999998,891.48,5.0,Secret Factory,False,4.0,0.6232615384615384,1.0,20.0,1.0,0.7638009049773755,1.0,0.7638009049773755,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Interior,First Class,Secret Factory,67,261,848.25,550.71,297.54,2.0,Secret Factory,False,1.6,0.6232615384615385,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7638009049773756,0.9999999999999998,0.7638009049773756,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Interior,Same Day,Secret Factory,21,78,253.5,164.57999999999998,88.91999999999999,1.0,Secret Factory,False,0.8,0.6232615384615384,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7638009049773755,0.9999999999999998,0.7638009049773755,0.8819004524886876,0.8819004524886876,High,Low
Wonka Bar - Milk Chocolate,Interior,Second Class,Secret Factory,79,379,1231.75,799.6899999999998,432.06000000000006,3.0,Secret Factory,False,2.4000000000000004,0.6232615384615383,0.5999999999999996,19.999999999999986,0.9999999999999993,0.7638009049773753,0.9999999999999993,0.7638009049773753,0.8819004524886873,0.8819004524886873,High,Low
Wonka Bar - Milk Chocolate,Interior,Standard Class,Secret Factory,258,1151,3740.75,2428.6099999999997,1312.1399999999999,5.0,Secret Factory,False,4.0,0.6232615384615384,1.0,20.0,1.0,0.7638009049773755,1.0,0.7638009049773755,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Pacific,First Class,Secret Factory,78,375,1218.75,791.2499999999999,427.49999999999994,2.0,Secret Factory,False,1.6,0.6232615384615384,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7638009049773755,0.9999999999999998,0.7638009049773755,0.8819004524886876,0.8819004524886876,High,Low
Wonka Bar - Milk Chocolate,Pacific,Same Day,Secret Factory,25,109,354.25,229.99000000000004,124.26,1.0,Secret Factory,False,0.8,0.6232615384615386,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7638009049773757,0.9999999999999998,0.7638009049773757,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Pacific,Second Class,Secret Factory,108,549,1784.25,1158.39,625.8599999999999,3.0,Secret Factory,False,2.4000000000000004,0.6232615384615385,0.5999999999999996,19.999999999999986,0.9999999999999993,0.7638009049773756,0.9999999999999993,0.7638009049773756,0.8819004524886875,0.8819004524886875,High,Low
Wonka Bar - Milk Chocolate,Pacific,Standard Class,Secret Factory,341,1673,5437.25,3530.0299999999993,1907.22,5.0,Secret Factory,False,4.0,0.6232615384615383,1.0,20.0,1.0,0.7638009049773753,1.0,0.7638009049773753,0.8819004524886876,0.8819004524886876,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,First Class,Secret Factory,65,345,1204.0500000000002,859.0500000000001,345.0,2.0,Secret Factory,False,1.6,0.6849283667621775,0.3999999999999999,19.999999999999996,0.9999999999999998,0.8393729984830606,0.9999999999999998,0.8393729984830606,0.9196864992415301,0.9196864992415301,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Same Day,Secret Factory,23,109,380.41,271.41,109.0,1.0,Secret Factory,False,0.8,0.6849283667621776,0.19999999999999996,19.999999999999996,0.9999999999999998,0.8393729984830607,0.9999999999999998,0.8393729984830607,0.9196864992415302,0.9196864992415302,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Second Class,Secret Factory,79,355,1238.9500000000003,883.9500000000002,355.0,3.0,Secret Factory,False,2.4000000000000004,0.6849283667621776,0.5999999999999996,19.999999999999986,0.9999999999999993,0.8393729984830607,0.9999999999999993,0.8393729984830607,0.91968649924153,0.91968649924153,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Standard Class,Secret Factory,243,1048,3657.5200000000004,2609.5200000000004,1048.0,5.0,Secret Factory,False,4.0,0.6849283667621776,1.0,20.0,1.0,0.8393729984830607,1.0,0.8393729984830607,0.9196864992415303,0.9196864992415303,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,First Class,Secret Factory,34,133,464.16999999999996,331.17,133.0,2.0,Secret Factory,False,1.6,0.6849283667621777,0.3999999999999999,19.999999999999996,0.9999999999999998,0.8393729984830609,0.9999999999999998,0.8393729984830609,0.9196864992415303,0.9196864992415303,High,Low
